362
-0.00523576,0.599977,0
0.862148,0.607546,0
1.72403,0.630116,0
2.5854,0.667724,0
3.44597,0.720358,0
4.30549,0.788005,0
5.1637,0.870641,0
6.02034,0.968242,0
6.87515,1.08078,0
7.72786,1.20822,0
8.57822,1.35052,0
9.42596,1.50764,0
10.2708,1.67953,0
11.1126,1.86614,0
11.9509,2.06741,0
12.7857,2.28329,0
13.6165,2.51369,0
14.4432,2.75857,0
15.2654,3.01783,0
16.0831,3.2914,0
16.8958,3.57921,0
17.7034,3.88115,0
18.5056,4.19714,0
19.3021,4.52708,0
20.0928,4.87088,0
20.8773,5.22842,0
21.6555,5.59959,0
22.4271,5.9843,0
23.1919,6.38241,0
23.9496,6.79381,0
24.7,7.21836,0
25.4429,7.65596,0
26.178,8.10644,0
26.9052,8.56969,0
27.6241,9.04556,0
28.3347,9.53391,0
29.0366,10.0346,0
29.7296,10.5474,0
30.4137,11.0723,0
31.0884,11.609,0
31.7537,12.1574,0
32.4093,12.7174,0
33.055,13.2887,0
33.6907,13.8711,0
34.3161,14.4646,0
34.9311,15.0689,0
35.5354,15.6839,0
36.1289,16.3093,0
36.7113,16.945,0
37.2826,17.5907,0
37.8426,18.2463,0
38.391,18.9116,0
38.9277,19.5863,0
39.4526,20.2704,0
39.9654,20.9634,0
40.4661,21.6653,0
40.9544,22.3759,0
41.4303,23.0948,0
41.8936,23.822,0
42.344,24.5571,0
42.7816,25.3,0
43.2062,26.0504,0
43.6176,26.8081,0
44.0157,27.5729,0
44.4004,28.3445,0
44.7716,29.1227,0
45.1291,29.9072,0
45.4729,30.6979,0
45.8029,31.4944,0
46.1189,32.2966,0
46.4208,33.1042,0
46.7086,33.9169,0
46.9822,34.7346,0
47.2414,35.5568,0
47.4863,36.3835,0
47.7167,37.2143,0
47.9326,38.0491,0
48.1339,38.8874,0
48.3205,39.7292,0
48.4924,40.574,0
48.6495,41.4218,0
48.7918,42.2721,0
48.9192,43.1249,0
49.0318,43.9797,0
49.1294,44.8363,0
49.212,45.6945,0
49.2796,46.554,0
49.3323,47.4146,0
49.3699,48.276,0
49.3925,49.1378,0
49.4,50,0
49.3925,50.8621,0
49.3699,51.724,0
49.3323,52.5854,0
49.2796,53.446,0
49.212,54.3055,0
49.1294,55.1637,0
49.0318,56.0203,0
48.9192,56.8751,0
48.7918,57.7279,0
48.6495,58.5782,0
48.4924,59.426,0
48.3205,60.2708,0
48.1339,61.1126,0
47.9326,61.9509,0
47.7167,62.7857,0
47.4863,63.6165,0
47.2414,64.4432,0
46.9822,65.2654,0
46.7086,66.0831,0
46.4208,66.8958,0
46.1189,67.7034,0
45.8029,68.5056,0
45.4729,69.3021,0
45.1291,70.0928,0
44.7716,70.8773,0
44.4004,71.6555,0
44.0157,72.4271,0
43.6176,73.1919,0
43.2062,73.9496,0
